London_Tmax,time,arcticT,nino3.4,NAO,QBO,lat_of_jet,mag_of_jet
-1.3682312,1979-01-01,248.09006267327794,-0.14346502872219505,-0.88145834,11.731656074523926,37.54377365112305,8.965072631835938
2.9128356,1979-01-02,248.62060635950675,-0.3197456488079156,-1.4248524,11.443147659301758,56.49106216430664,6.947617053985596
2.6170897,1979-01-03,249.13529981405313,-0.30375527682072195,-0.94325364,11.374298095703125,43.85954666137695,10.60058879852295
2.2020202,1979-01-04,249.3522149557454,-0.13207512897923038,-0.60868376,11.426942825317383,56.49106216430664,10.934588432312012
0.013238525,1979-01-05,249.83155320069213,-0.05168439740113321,1.8215036,11.762138366699219,59.99980545043945,15.993987083435059
2.9994445,1979-01-06,250.3868186247438,-0.08995046472186773,2.3961682,11.935994148254395,54.385807037353516,20.257566452026367
7.380426,1979-01-07,249.78051637912316,-0.023636015570353334,2.3606508,11.867477416992188,57.89455795288086,21.84307098388672
7.128137,1979-01-08,248.68011179197273,0.026766830675306944,2.3430185,12.194259643554688,55.789310455322266,17.723129272460938
5.150415,1979-01-09,248.5655523107422,-0.01484954450179718,2.326266,12.560394287109375,48.77180480957031,21.77288055419922
5.781244,1979-01-10,248.10311409071656,-0.2392583251354994,2.319888,12.427155494689941,48.77180480957031,22.558149337768555
4.9497313,1979-01-11,248.1797559029692,-0.29084225213787934,1.4777172,12.466394424438477,46.66654968261719,17.081308364868164
3.6413817,1979-01-12,248.52541323428932,-0.3510494844191303,0.3699664,12.735877990722656,48.77180480957031,16.00828742980957
1.8664795,1979-01-13,248.780455719398,-0.42894556230836695,-0.3507333,12.971294403076172,46.66654968261719,11.422273635864258
4.123712,1979-01-14,249.89785574781655,-0.15994208236195098,-1.1823492,12.979931831359863,56.49106216430664,8.136451721191406
5.79635,1979-01-15,250.54590009399558,-0.15366600413434284,-1.9835005,12.825849533081055,58.5963134765625,7.291220664978027
4.387506,1979-01-16,250.46069162250444,-0.3329322987937103,-2.9271998,12.926466941833496,54.385807037353516,8.572867393493652
3.3261657,1979-01-17,251.1655152210306,-0.5267676015058925,-4.013022,12.951522827148438,27.017486572265625,7.148937702178955
1.6310059,1979-01-18,251.22501978683204,-0.7028549381083058,-4.169326,12.851410865783691,74.73644256591797,11.120293617248535
4.8378234,1979-01-19,250.21502649169685,-0.5344135750161745,-3.205776,13.07133960723877,27.017486572265625,8.14040470123291
5.978906,1979-01-20,248.64369266074317,-0.3571355118799629,-2.6239061,13.346335411071777,27.017486572265625,7.9007768630981445
3.6435485,1979-01-21,247.85540132030064,-0.31084387266546015,-3.4015965,13.396163940429688,29.12274742126465,8.663966178894043
1.9548889,1979-01-22,248.13421759915735,-0.44226045044696555,-4.966115,13.245843887329102,29.82449722290039,10.136589050292969
0.699762,1979-01-23,248.02567913921789,-0.4420736404268598,-5.668656,13.218193054199219,31.929752349853516,10.128656387329102
1.9670349,1979-01-24,248.40210788300487,-0.4339952956309798,-5.1289344,13.087837219238281,34.035011291503906,13.573060035705566
4.204065,1979-01-25,248.27797646454883,-0.5777801503957571,-4.0875015,13.184944152832031,34.73676681518555,14.391919136047363
2.6078124,1979-01-26,247.5719902609325,-0.5114355318370261,-4.2762527,12.73936939239502,32.631507873535156,13.482532501220703
2.8498168,1979-01-27,247.0269109523384,-0.5526481925010722,-2.3593664,12.816831588745117,28.420991897583008,12.124349594116211
3.4436278,1979-01-28,246.28829431824772,-0.3646240536204594,-0.9122216,13.072298049926758,29.12274742126465,9.902945518493652
4.8464904,1979-01-29,244.77819093108772,-0.4742562684784383,-0.9086646,12.450963973999023,35.438514709472656,10.777276039123535
4.0825133,1979-01-30,243.58277662942888,-0.3744616633435383,-1.4595491,13.28547191619873,31.228002548217773,13.687359809875488
5.910028,1979-01-31,242.9963992207383,-0.36466724358443586,-2.6045413,13.117340087890625,34.035011291503906,16.07012176513672
8.454645,1979-02-01,242.5350003018126,-0.22669139790683207,-2.1644998,12.564001083374023,34.73676681518555,19.036962509155273
6.3301635,1979-02-02,242.33168833325465,-0.18994080473916636,-1.0402124,13.073503494262695,36.1402702331543,21.379037857055664
4.749231,1979-02-03,241.856807165446,-0.4293477780541425,-1.9358429,13.52476692199707,36.1402702331543,19.44708824157715
3.323419,1979-02-04,241.17828816284919,-0.2558738570918506,-2.2254996,13.383520126342773,35.438514709472656,18.542238235473633
4.6709533,1979-02-05,240.35872527424942,-0.24828008648137834,-2.0887287,13.298995018005371,35.438514709472656,19.102928161621094
2.4011168,1979-02-06,239.56065746559693,-0.22902958234827925,-2.338884,13.819902420043945,36.1402702331543,18.95315170288086
6.9592223,1979-02-07,240.01885265662312,-0.2822622162526554,-3.6300507,13.365190505981445,35.438514709472656,20.712493896484375
4.622583,1979-02-08,240.81669869620413,-0.24873903631418798,-4.209599,12.988177299499512,35.438514709472656,20.648759841918945
2.8768249,1979-02-09,241.30282987470522,-0.16726492508698518,-4.4330425,12.578442573547363,36.84202194213867,22.563798904418945
3.1461425,1979-02-10,241.97962340979404,-0.07132929032999438,-3.9414003,12.421428680419922,35.438514709472656,21.821931838989258
3.384729,1979-02-11,242.1652061106278,0.0866694945228622,-2.2148125,12.43066120147705,36.1402702331543,22.52135467529297
3.5857787,1979-02-12,242.619546615614,0.020922157138387742,-2.2136583,12.973566055297852,41.7542839050293,22.528196334838867
7.067865,1979-02-13,243.33603073681948,0.014621196765199343,-1.8307686,12.71572494506836,38.94728088378906,20.52351951599121
4.747766,1979-02-14,244.1742243360631,-0.03909047216296635,-0.3906812,12.76982307434082,39.64903259277344,18.025129318237305
-0.34110108,1979-02-15,245.00560515914034,-0.2237615522390912,0.04230064,12.824459075927734,35.438514709472656,13.40142822265625
1.0499207,1979-02-16,245.7994934057954,-0.06011020071105684,-0.5485894,12.536794662475586,35.438514709472656,13.434063911437988
1.2158753,1979-02-17,246.19084458370364,-0.18886419724026926,-1.5078418,12.872824668884277,35.438514709472656,14.081583023071289
1.362146,1979-02-18,246.71467398330734,-0.1471427124095118,0.52683914,12.98061752319336,36.1402702331543,14.155973434448242
2.502954,1979-02-19,247.08837614394136,-0.04731592532253327,0.8626914,12.72996711730957,48.77180480957031,11.612308502197266
2.6083617,1979-02-20,247.20839741412266,-0.028835438345593885,1.0264486,13.109829902648926,46.66654968261719,13.688508033752441
2.5241942,1979-02-21,246.87777209179907,0.12243979246960442,2.0960445,12.869352340698242,56.49106216430664,10.507299423217773
5.740808,1979-02-22,246.16213119877082,0.32439459820453564,-0.1405988,11.894636154174805,59.29806137084961,11.22944164276123
6.7795043,1979-02-23,245.3287111416585,0.14808470789719289,-1.669541,12.232275009155273,36.84202194213867,7.997247219085693
4.75332,1979-02-24,245.18403558665096,0.34928027600827816,0.35996604,11.94881820678711,57.89455795288086,7.676278591156006
3.4662414,1979-02-25,245.24878965677905,0.18627436409187492,1.0330163,10.862923622131348,59.99980545043945,13.147154808044434
4.951837,1979-02-26,245.4381724008125,0.2890219282437814,1.1402506,11.499781608581543,59.29806137084961,15.857864379882812
6.9065795,1979-02-27,245.38768298026477,0.5007316448569245,2.7353637,11.53973388671875,57.89455795288086,19.17412757873535
5.7859435,1979-02-28,245.27324176529933,0.27063813522103386,3.095109,11.606857299804688,59.29806137084961,17.678197860717773
6.636316,1979-03-01,245.55079590720786,0.09500479685595152,3.365313,11.898157119750977,53.68406295776367,20.249046325683594
10.114405,1979-03-02,245.3326925855164,0.008282978280055845,3.6736097,11.29530143737793,57.192806243896484,23.287872314453125
10.352106,1979-03-03,245.28895016145077,0.2210024072793853,3.50977,11.190034866333008,57.192806243896484,25.321619033813477
8.313898,1979-03-04,245.23364476184824,0.24724922688888007,2.8493903,10.758827209472656,56.49106216430664,23.043397903442383
7.843683,1979-03-05,245.17910187362224,0.18863248787351508,2.5714626,10.906710624694824,56.49106216430664,19.277481079101562
7.0422606,1979-03-06,245.67838424636318,0.41516351101543497,1.7968521,11.217514038085938,53.68406295776367,16.299884796142578
6.857843,1979-03-07,245.86542070917747,0.5168495954718798,2.519772,10.904146194458008,51.57880401611328,18.389957427978516
8.080225,1979-03-08,246.3344024491151,0.0677098960694833,4.1627545,11.223905563354492,50.87705993652344,20.17588233947754
8.206476,1979-03-09,247.41839703668023,0.004484526590206198,3.5595522,11.117361068725586,49.47355270385742,21.928050994873047
7.464441,1979-03-10,248.02800689244177,0.41981288161472885,3.2256503,11.300158500671387,50.87705993652344,16.942476272583008
10.9777775,1979-03-11,248.19877064375305,0.4584549754594823,2.3731744,10.960874557495117,56.49106216430664,18.74894905090332
8.636377,1979-03-12,248.36776368251444,0.38988896077776125,0.0021686852,10.745097160339355,55.789310455322266,10.941128730773926
5.4334655,1979-03-13,248.34874342673297,0.5422031792798461,-1.1982137,10.60448932647705,45.26304626464844,8.238449096679688
3.836969,1979-03-14,248.7697529936696,0.5136282680447077,-0.91333055,9.940523147583008,46.66654968261719,11.101290702819824
3.5786986,1979-03-15,249.29739013260266,0.5095069447172924,-0.6801077,10.184091567993164,47.36830139160156,8.65735149383545
3.4377685,1979-03-16,250.0143793518448,0.43917804862347604,-2.1831486,10.259069442749023,74.73644256591797,4.5576066970825195
5.8824706,1979-03-17,250.84068118197115,0.36537471582037606,-3.499525,9.913976669311523,74.73644256591797,7.525990962982178
6.103418,1979-03-18,250.6956882947283,0.37237244856080143,-2.4360678,9.646706581115723,31.929752349853516,10.241781234741211
5.9167113,1979-03-19,250.30660623495405,0.2733786996780967,-1.2670996,10.183736801147461,34.035011291503906,9.29871654510498
7.58349,1979-03-20,250.2152670776325,0.18553590925028665,-1.5589366,10.092637062072754,32.631507873535156,9.190614700317383
6.3257384,1979-03-21,249.97002468515672,0.1293341694231372,-2.0960047,9.89560317993164,32.631507873535156,10.369025230407715
5.602533,1979-03-22,250.0882064182689,-0.09806210620100372,-2.2813284,10.130245208740234,35.438514709472656,11.057461738586426
6.4285216,1979-03-23,250.61829128635728,0.20474237007161922,-2.0719855,10.26424789428711,35.438514709472656,12.04990005493164
8.826685,1979-03-24,251.1685982645831,0.24998897796889463,-2.705233,9.799003601074219,37.54377365112305,11.446699142456055
11.551569,1979-03-25,251.56582422711253,0.6707364010344138,-1.108921,9.900851249694824,52.280555725097656,11.21793270111084
8.762018,1979-03-26,252.33452123582504,0.7878471192054205,1.2085268,10.01439094543457,52.9823112487793,16.84886932373047
8.33993,1979-03-27,252.81955169889264,0.8458423269241808,1.0517652,9.66330337524414,50.1753044128418,14.490633010864258
5.749536,1979-03-28,252.73563580879414,0.7529097350617869,-0.34361452,9.864093780517578,52.9823112487793,8.647706031799316
6.1162047,1979-03-29,253.57691890521804,0.7119068992630162,0.047564924,9.819364547729492,59.29806137084961,10.907337188720703
6.8731627,1979-03-30,253.89725704263037,0.8242650464601322,1.2089953,9.554817199707031,59.29806137084961,15.0972318649292
7.328241,1979-03-31,253.72514585739458,0.6013437649561466,1.770227,9.458778381347656,58.5963134765625,14.205150604248047
9.020899,1979-04-01,253.0419065745361,0.7658340674783286,1.0313474,9.724159240722656,56.49106216430664,8.662698745727539
7.0661254,1979-04-02,253.35022527050612,0.870269672941563,-0.59472203,10.258035659790039,45.96479797363281,7.326462268829346
4.9276977,1979-04-03,253.2918992991699,0.6584292978507446,-2.129624,10.245681762695312,29.82449722290039,6.252028465270996
5.9504943,1979-04-04,253.05552694055342,0.7265120250135837,-2.5673163,9.881132125854492,29.12274742126465,7.265689373016357
6.305902,1979-04-05,253.26471818594757,0.7689212792079485,-3.5838103,9.689460754394531,29.12274742126465,7.875422954559326
5.905725,1979-04-06,253.33914574759405,0.5873192294114379,-5.0669775,9.716276168823242,29.12274742126465,8.796080589294434
7.805139,1979-04-07,253.2075821373773,1.011644493727458,-5.5170097,9.687397003173828,29.82449722290039,8.375350952148438
9.221125,1979-04-08,253.29305484824496,1.1578558467805653,-4.7045403,9.758626937866211,30.526248931884766,9.693705558776855
11.300287,1979-04-09,253.60349614316,1.2093917562308845,-2.6370404,9.9537353515625,36.1402702331543,8.757734298706055
12.678278,1979-04-10,253.946031247584,1.2766180250619472,-2.2005372,10.193695068359375,36.1402702331543,7.814512252807617
12.034327,1979-04-11,254.26771626009037,1.2017370200877024,-2.6824372,10.462263107299805,41.05253601074219,8.983564376831055
10.234217,1979-04-12,254.44704415850458,1.0819107282574059,-3.2787814,10.575517654418945,35.438514709472656,6.582797527313232
11.947382,1979-04-13,254.52153092219623,1.016996412413848,-1.7081838,10.447040557861328,35.438514709472656,9.907641410827637
